group	side	ckey	rawpath	value	site
master_dark	S6_登记册	master_dark	master_dark	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[1] registered_key=blocks[].master_dark (doc docs/plugins/algorithms_phase1/01_calibration.md:45, module 01_calibration, finding=none)
dark_path	S6_登记册	dark_path	dark_path	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[1] field=dark_path (doc docs/plugins/algorithms_phase1/01_calibration.md:45, module 01_calibration, finding=none)
master_dark	S6_登记册	master_dark	master_dark	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[2] registered_key=blocks[].master_dark (doc docs/plugins/algorithms_phase1/01_calibration.md:46, module 01_calibration, finding=none)
dark_exposure	S6_登记册	dark_exposure	dark_exposure	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[2] field=dark_exposure (doc docs/plugins/algorithms_phase1/01_calibration.md:46, module 01_calibration, finding=none)
master_flat	S6_登记册	master_flat	master_flat	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[3] registered_key=blocks[].master_flat (doc docs/plugins/algorithms_phase1/01_calibration.md:47, module 01_calibration, finding=none)
flat_path	S6_登记册	flat_path	flat_path	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[3] field=flat_path (doc docs/plugins/algorithms_phase1/01_calibration.md:47, module 01_calibration, finding=none)
input_lights	S6_登记册	input_lights	input_lights	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[4] registered_key=blocks[].input_lights (doc docs/plugins/algorithms_phase1/01_calibration.md:48, module 01_calibration, finding=none)
gain	S6_登记册	gain	gain	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[4] field=gain (doc docs/plugins/algorithms_phase1/01_calibration.md:48, module 01_calibration, finding=none)
input_lights	S6_登记册	input_lights	input_lights	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[5] registered_key=blocks[].input_lights (doc docs/plugins/algorithms_phase1/01_calibration.md:49, module 01_calibration, finding=none)
read_noise	S6_登记册	read_noise	read_noise	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[5] field=read_noise (doc docs/plugins/algorithms_phase1/01_calibration.md:49, module 01_calibration, finding=none)
clip_negative	S6_登记册	clip_negative	clip_negative	declared_default="false" ｜note默认值断言: 默认false	eng/packaging/config/config_registry.json#plugin_knobs[6] field=clip_negative (doc docs/plugins/algorithms_phase1/01_calibration.md:50, module 01_calibration, finding=gap)
cosmetic	S6_登记册	cosmetic	cosmetic	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[7] registered_key=blocks[].cosmetic (doc docs/plugins/algorithms_phase1/02_cosmetic.md:33, module 02_cosmetic, finding=none)
cosmetic_map_path	S6_登记册	cosmetic_map_path	cosmetic_map_path	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[7] field=cosmetic_map_path (doc docs/plugins/algorithms_phase1/02_cosmetic.md:33, module 02_cosmetic, finding=none)
input_lights	S6_登记册	input_lights	input_lights	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[8] registered_key=blocks[].input_lights (doc docs/plugins/algorithms_phase1/02_cosmetic.md:34, module 02_cosmetic, finding=none)
saturation_level	S6_登记册	saturation_level	saturation_level	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[8] field=saturation_level (doc docs/plugins/algorithms_phase1/02_cosmetic.md:34, module 02_cosmetic, finding=none)
cr_detection	S6_登记册	cr_detection	cr_detection	declared_default="true" ｜note默认值断言: 默认true	eng/packaging/config/config_registry.json#plugin_knobs[9] field=cr_detection (doc docs/plugins/algorithms_phase1/02_cosmetic.md:35, module 02_cosmetic, finding=gap)
cr_sigma	S6_登记册	cr_sigma	cr_sigma	declared_default="5.0" ｜note默认值断言: 默认5.0	eng/packaging/config/config_registry.json#plugin_knobs[10] field=cr_sigma (doc docs/plugins/algorithms_phase1/02_cosmetic.md:36, module 02_cosmetic, finding=gap)
interpolation	S6_登记册	interpolation	interpolation	declared_default="neighbor" ｜note默认值断言: 默认neighbor	eng/packaging/config/config_registry.json#plugin_knobs[11] field=interpolation (doc docs/plugins/algorithms_phase1/02_cosmetic.md:37, module 02_cosmetic, finding=gap)
threshold_sigma	S6_登记册	threshold_sigma	detection.threshold_sigma	declared_default="5.0"	eng/packaging/config/config_registry.json#plugin_knobs[12] registered_key=detection.threshold_sigma (doc docs/plugins/algorithms_phase1/03_star_detection.md:84, module 03_star_detection, finding=none)
min_area	S6_登记册	min_area	min_area	declared_default="2" ｜note默认值断言: 默认2	eng/packaging/config/config_registry.json#plugin_knobs[13] field=min_area (doc docs/plugins/algorithms_phase1/03_star_detection.md:85, module 03_star_detection, finding=gap)
deblend	S6_登记册	deblend	deblend	declared_default="true" ｜note默认值断言: 默认true	eng/packaging/config/config_registry.json#plugin_knobs[14] field=deblend (doc docs/plugins/algorithms_phase1/03_star_detection.md:86, module 03_star_detection, finding=gap)
selection_function	S6_登记册	selection_function	selection_function	declared_default="true" ｜note默认值断言: 默认true	eng/packaging/config/config_registry.json#plugin_knobs[15] field=selection_function (doc docs/plugins/algorithms_phase1/03_star_detection.md:87, module 03_star_detection, finding=gap)
default_model	S6_登记册	default_model	psf.default_model	declared_default="moffat4"	eng/packaging/config/config_registry.json#plugin_knobs[16] registered_key=psf.default_model (doc docs/plugins/algorithms_phase1/04_psf.md:34, module 04_psf, finding=none)
psf_spatial_order	S6_登记册	psf_spatial_order	psf_spatial_order	declared_default="0" ｜note默认值断言: 默认0	eng/packaging/config/config_registry.json#plugin_knobs[17] field=psf_spatial_order (doc docs/plugins/algorithms_phase1/04_psf.md:35, module 04_psf, finding=gap)
psf_uniformity_gate	S6_登记册	psf_uniformity_gate	psf_uniformity_gate	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[18] field=psf_uniformity_gate (doc docs/plugins/algorithms_phase1/04_psf.md:36, module 04_psf, finding=unregistered)
residual_gate	S6_登记册	fit_residual_gate	fit_residual_gate	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[19] field=fit_residual_gate (doc docs/plugins/algorithms_phase1/04_psf.md:37, module 04_psf, finding=unregistered)
catalog	S6_登记册	catalog	catalog	declared_default="gaia" ｜note默认值断言: 默认gaia	eng/packaging/config/config_registry.json#plugin_knobs[20] field=catalog (doc docs/plugins/algorithms_phase1/05_platesolve.md:35, module 05_platesolve, finding=gap)
catalog_version	S6_登记册	catalog_version	catalog_version	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[21] field=catalog_version (doc docs/plugins/algorithms_phase1/05_platesolve.md:36, module 05_platesolve, finding=unregistered)
tweak_order	S6_登记册	tweak_order	tweak_order	declared_default="tan" ｜note默认值断言: 默认tan	eng/packaging/config/config_registry.json#plugin_knobs[22] field=tweak_order (doc docs/plugins/algorithms_phase1/05_platesolve.md:37, module 05_platesolve, finding=gap)
max_matches	S6_登记册	max_matches	max_matches	declared_default="200" ｜note默认值断言: 默认200	eng/packaging/config/config_registry.json#plugin_knobs[23] field=max_matches (doc docs/plugins/algorithms_phase1/05_platesolve.md:38, module 05_platesolve, finding=gap)
residual_gate	S6_登记册	residual_gate	residual_gate	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[24] field=residual_gate (doc docs/plugins/algorithms_phase1/05_platesolve.md:39, module 05_platesolve, finding=unregistered)
mode	S6_登记册	mode	mode	declared_default="psf" ｜note默认值断言: 默认psf; 默认psf	eng/packaging/config/config_registry.json#plugin_knobs[25] field=mode (doc docs/plugins/algorithms_phase1/06_photometry.md:75, module 06_photometry, finding=gap)
aperture_radius	S6_登记册	aperture_radius	aperture_radius	declared_default="~~2×FWHM~~（**值待定**）" ｜note默认值断言: 默认2	eng/packaging/config/config_registry.json#plugin_knobs[26] field=aperture_radius (doc docs/plugins/algorithms_phase1/06_photometry.md:76, module 06_photometry, finding=gap)
sky_annulus	S6_登记册	sky_annulus	sky_annulus	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[27] field=sky_annulus (doc docs/plugins/algorithms_phase1/06_photometry.md:77, module 06_photometry, finding=unregistered)
reference_flux	S6_登记册	reference_flux	reference_flux	declared_default="逐帧 `F_ref,k"	eng/packaging/config/config_registry.json#plugin_knobs[28] field=reference_flux (doc docs/plugins/algorithms_phase1/07_noise_snr.md:179, module 07_noise_snr, finding=unregistered)
rd	S6_登记册	rd	scalar_gate.rd	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[29] registered_key=scalar_gate.rd (doc docs/plugins/algorithms_phase1/07_noise_snr.md:180, module 07_noise_snr, finding=none)
scalar_gate_rd	S6_登记册	scalar_gate_rd	scalar_gate_rd	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[29] field=scalar_gate_rd (doc docs/plugins/algorithms_phase1/07_noise_snr.md:180, module 07_noise_snr, finding=none)
trend	S6_登记册	trend	scalar_gate.trend	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[30] registered_key=scalar_gate.trend (doc docs/plugins/algorithms_phase1/07_noise_snr.md:181, module 07_noise_snr, finding=none)
scalar_gate_trend	S6_登记册	scalar_gate_trend	scalar_gate_trend	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[30] field=scalar_gate_trend (doc docs/plugins/algorithms_phase1/07_noise_snr.md:181, module 07_noise_snr, finding=none)
psfsw_enable	S6_登记册	psfsw_enable	psfsw_enable	declared_default="true" ｜note默认值断言: 默认true	eng/packaging/config/config_registry.json#plugin_knobs[31] field=psfsw_enable (doc docs/plugins/algorithms_phase1/07_noise_snr.md:182, module 07_noise_snr, finding=gap)
sparse_snr_layer	S6_登记册	sparse_snr_layer	normalize.config.sparse_snr_layer	declared_default="true" ｜note默认值断言: 默认false	eng/packaging/config/config_registry.json#plugin_knobs[32] registered_key=normalize.config.sparse_snr_layer (doc docs/plugins/algorithms_phase1/07_noise_snr.md:183, module 07_noise_snr, finding=none)
sparse_snr.density	S6_登记册	sparse_snr.density	sparse_snr.density	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[33] registered_key=sparse_snr.density (doc docs/plugins/algorithms_phase1/07_noise_snr.md:185, module 07_noise_snr, finding=none)
sparse_snr.density	S6_登记册	sparse_snr_density	sparse_snr_density	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[33] field=sparse_snr_density (doc docs/plugins/algorithms_phase1/07_noise_snr.md:185, module 07_noise_snr, finding=none)
snr.path	S6_登记册	snr_path	mosaic.config.snr_path	declared_default="sparse_reconstruct" ｜note默认值断言: 默认sparse_reconstruct	eng/packaging/config/config_registry.json#plugin_knobs[34] registered_key=mosaic.config.snr_path (doc docs/plugins/algorithms_phase1/07_noise_snr.md:186, module 07_noise_snr, finding=none)
order	S6_登记册	order	order	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[35] field=order (doc docs/plugins/algorithms_phase1/08_drizzle.md:48, module 08_drizzle, finding=unregistered)
pixfrac	S6_登记册	pixfrac	drizzle.pixfrac	declared_default="1.0" ｜note默认值断言: 默认1.0	eng/packaging/config/config_registry.json#plugin_knobs[36] registered_key=drizzle.pixfrac (doc docs/plugins/algorithms_phase1/08_drizzle.md:49, module 08_drizzle, finding=none)
pixel_scale	S6_登记册	pixel_scale	pixel_scale	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[37] field=pixel_scale (doc docs/plugins/algorithms_phase1/08_drizzle.md:50, module 08_drizzle, finding=unregistered)
nside	S6_登记册	nside	nside	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[38] field=nside (doc docs/plugins/algorithms_phase1/08_drizzle.md:51, module 08_drizzle, finding=unregistered)
sparse_snr_layer	S6_登记册	sparse_snr_layer	normalize.config.sparse_snr_layer	declared_default="true" ｜note默认值断言: 默认false	eng/packaging/config/config_registry.json#plugin_knobs[39] registered_key=normalize.config.sparse_snr_layer (doc docs/plugins/algorithms_phase1/08_drizzle.md:52, module 08_drizzle, finding=none)
min_overlap	S6_登记册	min_overlap	min_overlap	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[40] field=min_overlap (doc docs/plugins/algorithms_phase2/09_coverage.md:33, module 09_coverage, finding=unregistered)
connected_components	S6_登记册	connected_components	connected_components	declared_default="true" ｜note默认值断言: 默认true	eng/packaging/config/config_registry.json#plugin_knobs[41] field=connected_components (doc docs/plugins/algorithms_phase2/09_coverage.md:34, module 09_coverage, finding=gap)
spacing	S6_登记册	spacing	spacing	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[42] field=spacing (doc docs/plugins/algorithms_phase2/10_sampling.md:66, module 10_sampling, finding=unregistered)
bright_star_mask	S6_登记册	bright_star_mask	bright_star_mask	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[43] field=bright_star_mask (doc docs/plugins/algorithms_phase2/10_sampling.md:68, module 10_sampling, finding=unregistered)
min_control_points	S6_登记册	min_control_points	min_control_points	declared_default=null	eng/packaging/config/config_registry.json#plugin_knobs[44] field=min_control_points (doc docs/plugins/algorithms_phase2/10_sampling.md:69, module 10_sampling, finding=unregistered)
