符号,预分档,位点数,跨文件数,值样例,值形态,有单位,登记面点名数,点名位置样例,来源现状样例,位点样例
ASTROCS_CAL_ECODE_NONE,残余D·语义未明（需读用途）,1,1,0u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:96
ASTROCS_CAL_ECODE_OP_UNKNOWN,残余D·语义未明（需读用途）,1,1,100u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:97
ASTROCS_CAL_ECODE_PARAM_MISSING,残余D·语义未明（需读用途）,1,1,101u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:98
ASTROCS_CAL_ECODE_PARAM_RANGE,残余D·语义未明（需读用途）,1,1,103u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:100
ASTROCS_CAL_ECODE_PARAM_TYPE,残余D·语义未明（需读用途）,1,1,102u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:99
ASTROCS_CAL_ECODE_PLAN_FAIL,残余D·语义未明（需读用途）,1,1,104u,其他,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/calibration/include/astrocs/calibration/types.h:101
ASTROCS_CAL_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1,整数/整幂/科学计数,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/calibration/include/astrocs/calibration/types.h:28
ASTROCS_COS_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/cosmetic/include/astrocs/cosmetic/types.h:23
ASTROCS_COS_CONFIG_SCHEMA_VER,残余D·语义未明（需读用途）,1,1,1,整数/整幂/科学计数,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/cosmetic/include/astrocs/cosmetic/types.h:31
ASTROCS_COS_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1,整数/整幂/科学计数,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/cosmetic/include/astrocs/cosmetic/types.h:30
ASTROCS_DRIZZLE_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:25
ASTROCS_DRIZZLE_CONFIG_SCHEMA_VER,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:34
ASTROCS_DRIZZLE_MODULE_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:24
ASTROCS_DRIZZLE_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:37
ASTROCS_GAIA_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/infrastructure/gaia_xpsd_client/include/astrocs/gaia/types.h:31
ASTROCS_GAIA_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1,整数/整幂/科学计数,是,0,,不适用（结构性常数，非科学量）,lib/infrastructure/gaia_xpsd_client/include/astrocs/gaia/types.h:61
ASTROCS_HIPS_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:29
ASTROCS_HIPS_CONFIG_SCHEMA_VER,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:42
ASTROCS_HIPS_MODULE_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:28
ASTROCS_HIPS_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:45
ASTROCS_HIPS_PUBLISH_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/drizzle/hips/include/astrocs/hips/publish.h:42
ASTROCS_NOISE_ABI_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/noise_snr/include/astrocs/noise/types.h:32
ASTROCS_NOISE_CONFIG_SCHEMA_VER,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/noise_snr/include/astrocs/noise/types.h:46
ASTROCS_NOISE_MODULE_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/noise_snr/include/astrocs/noise/types.h:31
ASTROCS_NOISE_PLAN_VERSION,残余D·语义未明（需读用途）,1,1,1u,其他,是,0,,不适用（结构性常数，非科学量）,lib/algorithms/noise_snr/include/astrocs/noise/types.h:49
ASTROCS_RES_HAVE_CFITSIO_LOCK_STATS,残余D·语义未明（需读用途）,1,1,1,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/cli/resource_recorder.h:29
AT_MATCH_MAXDIST,残余B·带单位的科学量,1,1,50.0,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:50
AT_MATCH_MINVOTES,残余B·带单位的科学量,1,1,2,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/include/ipv_triangle.h:28
AT_MATCH_NSIGMA,残余B·带单位的科学量,1,1,10.0,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:49
AT_MATCH_PERCENTILE,残余D·语义未明（需读用途）,1,1,0.35,小于 1 的小数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:48
AT_MATCH_REQUIRE_CUBIC,残余D·语义未明（需读用途）,1,1,10,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:46
AT_MATCH_REQUIRE_LINEAR,残余D·语义未明（需读用途）,1,1,3,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:42
AT_MATCH_REQUIRE_QUADRATIC,残余D·语义未明（需读用途）,1,1,6,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:44
AT_MATCH_STARTN_CUBIC,残余D·语义未明（需读用途）,1,1,20,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:47
AT_MATCH_STARTN_LINEAR,残余D·语义未明（需读用途）,1,1,6,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:43
AT_MATCH_STARTN_QUADRATIC,残余D·语义未明（需读用途）,1,1,12,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_itertrans.cpp:45
A_cell,残余A·登记面点名但无支撑,4,2,0.0 | 12.0;4.0 | 4.0,一般数值,是,13,docs/algorithms/DRIZZLE_GEOMETRY.md ; docs/algorithms/HIPS_WRITER.md ; docs/algorithms/PHASE2_INTEGRATION.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:2809 ; lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3888 ; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:918 ; lib/infras
A_cell_k,残余A·登记面点名但无支撑,2,1,4.0,一般数值,是,2,docs/algorithms/HIPS_WRITER.md ; docs/contracts/DATA_SEMANTICS.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:961 ; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:981
A_p,局部量噪声（不入科学判读）,5,3,.6 | 0.0;1.0 | 12.0;4.0,其他,是,1,docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:1099 ; lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:2410 ; lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:2422 ; lib/i
A_pixel,残余A·登记面点名但无支撑,5,4,0.0,小于 1 的小数,是,12,ASTROCS_DESIGN.md ; docs/algorithms/DRIZZLE_GEOMETRY.md ; docs/ci/01_CHECKS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.h:205 ; lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:61 ; lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.h:36 
A_pixel_out,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:485
Ac,局部量噪声（不入科学判读）,1,1,0.5,小于 1 的小数,是,2,docs/algorithms/STAR_DETECTION_ALGORITHMS.md ; docs/modules/star_detector.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_api.cpp:2057
Ar,局部量噪声（不入科学判读）,1,1,0.5,小于 1 的小数,是,2,docs/algorithms/STAR_DETECTION_ALGORITHMS.md ; docs/modules/star_detector.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_api.cpp:2055
B,局部量噪声（不入科学判读）,4,2,.2f | .4f | 1.0,其他,是,91,ACCEPTANCE_SPEC.md ; ASTROCS_DESIGN.md ; docs/DEVELOPER_GUIDE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/psf/src/dpsf_psf.cpp:371 ; lib/algorithms/psf/src/dpsf_psf.cpp:405 ; lib/algorithms/star_detection/src/sdet_image.cpp:109 ; lib/algorithms/star_detection/src/sdet_image.cpp:215
BG,局部量噪声（不入科学判读）,1,1,800.0,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:81
BIG,局部量噪声（不入科学判读）,1,1,1e6,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/poly_clip.cpp:63
BITPIX,残余A·登记面点名但无支撑,2,2,.1f | .6,小于 1 的小数,是,18,docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/PHASE3_FITS_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/fits_reader.cpp:346 ; lib/infrastructure/aio/src/aio_fits.cpp:809
BLOCKSIZE,残余D·语义未明（需读用途）,1,1,8192,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/nanoflann.hpp:898
BLOCK_MISSING,残余A·登记面点名但无支撑,1,1,3,一般数值,是,4,docs/algorithms/PLATESOLVE.md ; docs/algorithms/STAR_DETECTION_ALGORITHMS.md ; docs/contracts/DATA_SEMANTICS.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:147
BSCALE,残余A·登记面点名但无支撑,2,1,.6f,其他,是,14,docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/COSMETIC_ALGORITHMS.md ; docs/algorithms/PHASE3_FITS_IMPL.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/aio_fits.cpp:854 ; lib/infrastructure/aio/src/aio_fits.cpp:887
BUNIT,残余A·登记面点名但无支撑,1,1,31.1,一般数值,是,59,docs/KNOWN_LIMITATIONS.md ; docs/algorithms/DRIZZLE_GEOMETRY.md ; docs/algorithms/PHASE2_MOSAIC_WRITE.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hiss_writer.cpp:358
BZERO,残余A·登记面点名但无支撑,1,1,.6,小于 1 的小数,是,13,docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/COSMETIC_ALGORITHMS.md ; docs/algorithms/PHASE3_FITS_IMPL.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/fits_reader.cpp:492
CALIBRATE_FAILED,残余B·带单位的科学量,1,1,4,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:148
CANCELLED,残余A·登记面点名但无支撑,1,1,10,一般数值,是,13,docs/algorithms/PHASE3_RESAMPLE.md ; docs/architecture/ERROR_MODEL.md ; docs/architecture/EXECUTION_MODEL.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:154
CD,局部量噪声（不入科学判读）,4,4,.3 | .6;.6f,小于 1 的小数,是,36,docs/DOCUMENT_INDEX.yaml ; docs/TROUBLESHOOTING.md ; docs/algorithms/DRIZZLE_GEOMETRY.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/fits_reader.cpp:402 ; lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:61 ; lib/algorithms/photometry/cpp/src/wcs_transform.cpp:82 ; lib/algorithms/platesolve/
CD1_1,残余A·登记面点名但无支撑,3,3,.12,小于 1 的小数,是,11,docs/algorithms/PHASE3_FITS_IMPL.md ; docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:514 ; lib/algorithms/projection/p3_projection.cpp:393 ; lib/algorithms/projection/p3_wcs.cpp:586
CD1_2,残余A·登记面点名但无支撑,3,3,.12,小于 1 的小数,是,5,docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:515 ; lib/algorithms/projection/p3_projection.cpp:394 ; lib/algorithms/projection/p3_wcs.cpp:587
CD2_1,残余A·登记面点名但无支撑,3,3,.12,小于 1 的小数,是,5,docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:516 ; lib/algorithms/projection/p3_projection.cpp:395 ; lib/algorithms/projection/p3_wcs.cpp:588
CD2_2,残余A·登记面点名但无支撑,3,3,.12,小于 1 的小数,是,8,docs/algorithms/PHASE3_FITS_IMPL.md ; docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:517 ; lib/algorithms/projection/p3_projection.cpp:396 ; lib/algorithms/projection/p3_wcs.cpp:589
CONFIG_ERROR,残余D·语义未明（需读用途）,1,1,7,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:151
CONV_THRESH_ARCSEC,已有支撑（本轮不派）,1,1,0.01,小于 1 的小数,是,1,docs/algorithms/PLATESOLVE.md,有文献（声明行带权威指针，未逐条复核）,lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:199
COPY_BUF_SIZE,残余D·语义未明（需读用途）,1,1,4,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hiss_stream_writer.cpp:80
CRPIX,残余A·登记面点名但无支撑,1,1,.1f;.4f,其他,是,31,ACCEPTANCE_SPEC.md ; docs/DOCUMENT_INDEX.yaml ; docs/GLOSSARY.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_wcs.cpp:776
CRPIX1,残余A·登记面点名但无支撑,3,3,.10f,其他,是,10,docs/algorithms/PHASE3_FITS_IMPL.md ; docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:510 ; lib/algorithms/projection/p3_projection.cpp:389 ; lib/algorithms/projection/p3_wcs.cpp:582
CRPIX2,残余A·登记面点名但无支撑,3,3,.10f,其他,是,4,docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md ; docs/research/IVOA_HIPS_TILE_FORMAT_RESEARCH_PACK.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:511 ; lib/algorithms/projection/p3_projection.cpp:390 ; lib/algorithms/projection/p3_wcs.cpp:583
CRVAL,残余A·登记面点名但无支撑,4,4,.3;.3f;.6f | .3f;.6f,其他,是,26,ACCEPTANCE_SPEC.md ; docs/DOCUMENT_INDEX.yaml ; docs/TROUBLESHOOTING.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/fits_reader.cpp:401 ; lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp:667 ; lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:60 ; lib/algorithms/phot
CRVAL1,残余A·登记面点名但无支撑,3,3,.10f,其他,是,9,docs/algorithms/PHASE3_FITS_IMPL.md ; docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/anchors/ANCHOR_CONTRACT.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:512 ; lib/algorithms/projection/p3_projection.cpp:391 ; lib/algorithms/projection/p3_wcs.cpp:584
CRVAL2,残余A·登记面点名但无支撑,3,3,.10f,其他,是,8,docs/KNOWN_LIMITATIONS.md ; docs/algorithms/PHASE3_PROJ_IMPL.md ; docs/algorithms/PHASE3_RESAMPLE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:513 ; lib/algorithms/projection/p3_projection.cpp:392 ; lib/algorithms/projection/p3_wcs.cpp:585
D2R,局部量噪声（不入科学判读）,5,5,0.017453292519943295769 | 180.0,小于 1 的小数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:348 ; lib/algorithms/drizzle/healpix_drizzle/snr_evaluator.cpp:28 ; lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:510 ; lib/algorithms/dr
DEC_SEGMENTS,残余D·语义未明（需读用途）,1,1,360,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1915
