类型,符号或键,位点,现行值,登记单位,机判档,条文命中
具名,HP_ADAPTIVE_MAX_DEPTH,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:558,8,未标注,③未见于条文面,
具名,WCS_ADAPTIVE_MAX_DEPTH,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:859,12,未标注,③未见于条文面,
具名,inside_tol,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1227,1e-12,未标注,③未见于条文面,
具名,kArcsecToRad,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:19,3.14159265358979323846,未标注,③未见于条文面,
具名,kMaxInvalidAreaHits,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.h:62,0,未标注,③未见于条文面,
具名,M_PI,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:9,3.14159265358979323846,未标注,③未见于条文面,
具名,R2D,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:18,180.0,未标注,③未见于条文面,
具名,ASTROCS_HIPS_PUBLISH_ABI_VERSION,lib/algorithms/drizzle/hips/include/astrocs/hips/publish.h:42,1u,未标注,③未见于条文面,
具名,ASTROCS_HIPS_MODULE_VERSION,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:28,1u,未标注,③未见于条文面,
具名,ASTROCS_HIPS_ABI_VERSION,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:29,1u,未标注,③未见于条文面,
具名,ASTROCS_HIPS_CONFIG_SCHEMA_VER,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:42,1u,未标注,③未见于条文面,
具名,ASTROCS_HIPS_PLAN_VERSION,lib/algorithms/drizzle/hips/include/astrocs/hips/types.h:45,1u,未标注,③未见于条文面,
具名,PUBLISH_PATH_MAX,lib/algorithms/drizzle/hips/src/aio_publish.cpp:38,1024,未标注,③未见于条文面,
具名,_POSIX_C_SOURCE,lib/algorithms/drizzle/hips/src/module_entry.cpp:28,200809L,未标注,③未见于条文面,
具名,count,lib/algorithms/drizzle/hips/src/module_entry.cpp:210,0,未标注,①条文含值,"docs/algorithms/GAIA_QUERY.md:141 spectrum_start/step/count 取自 XPSD XML <Data parameters=""..."">（缺省 0，"
具名,ASTROCS_DRIZZLE_MODULE_VERSION,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:24,1u,未标注,③未见于条文面,
具名,ASTROCS_DRIZZLE_ABI_VERSION,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:25,1u,未标注,③未见于条文面,
具名,ASTROCS_DRIZZLE_CONFIG_SCHEMA_VER,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:34,1u,未标注,③未见于条文面,
具名,ASTROCS_DRIZZLE_PLAN_VERSION,lib/algorithms/drizzle/include/astrocs/drizzle/types.h:37,1u,未标注,③未见于条文面,
具名,_POSIX_C_SOURCE,lib/algorithms/drizzle/src/module_entry.cpp:22,200809L,未标注,③未见于条文面,
具名,count,lib/algorithms/drizzle/src/module_entry.cpp:198,0,未标注,①条文含值,"docs/algorithms/GAIA_QUERY.md:141 spectrum_start/step/count 取自 XPSD XML <Data parameters=""..."">（缺省 0，"
具名,DRZ_SIP_ORDER_MAX,lib/algorithms/drizzle/src/module_entry.cpp:721,5,未标注,③未见于条文面,
具名,kEpsPixivar,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:64,0.05,未标注,③未见于条文面,
具名,kEpsPixivarSup,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:65,0.20,未标注,③未见于条文面,
具名,kIdentRtol,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:66,1e-9,未标注,③未见于条文面,
具名,kSnrIdentRtol,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:67,1e-9,未标注,③未见于条文面,
具名,kCorrRatioMin,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:68,1.05,未标注,③未见于条文面,
具名,kEpsfRtol,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:69,1e-12,未标注,③未见于条文面,
具名,kCommonMin,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:70,3,未标注,③未见于条文面,
具名,kKCorrFrozen,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:71,1.4,未标注,③未见于条文面,
具名,kPi,lib/algorithms/integration/v6/src/phase2_integrate.cpp:43,3.14159265358979323846,未标注,③未见于条文面,
具名,var_f,lib/algorithms/integration/v6/src/phase2_integrate.cpp:917,1.0,未标注,③未见于条文面,
具名,n,lib/algorithms/integration/v6/src/phase2_integrate.cpp:1363,4,未标注,③未见于条文面,
具名,p_ii,lib/algorithms/integration/v6/src/variance_propagation.cpp:78,1.0,未标注,③未见于条文面,
具名,w,lib/algorithms/integration/v6/src/variance_propagation.cpp:203,1.0,未标注,③未见于条文面,
具名,correct,lib/algorithms/integration/v6/src/variance_propagation.cpp:215,1.0,未标注,②条文有名无值,ACCEPTANCE_SPEC.md:194 | 可行性 | 三命令退出码均为 0；阶段间只通过磁盘产品 + manifest + 哈希交接（唯一正本 = `ASTROCS_DESIGN
具名,naive,lib/algorithms/integration/v6/src/variance_propagation.cpp:216,1.0,未标注,③未见于条文面,
具名,kNodeReproductionTol,lib/algorithms/integration/v6/src/weight_chain.cpp:17,1e-9,未标注,③未见于条文面,
具名,w,lib/algorithms/integration/v6/src/weight_chain.cpp:107,1.0,未标注,③未见于条文面,
具名,b0,lib/algorithms/integration/v6/src/weight_chain.cpp:212,4.0,未标注,③未见于条文面,
具名,denom,lib/algorithms/integration/v6/src/weight_chain.cpp:216,4.0,未标注,②条文有名无值,docs/algorithms/CALIBRATION_ALGORITHMS.md:269 (denom<=1e-12)、RESIDUAL_NAN、RESIDUAL_ABNORMAL(残差σ≥yσ)、
具名,rhs,lib/algorithms/integration/v6/src/weight_chain.cpp:218,6.0,未标注,③未见于条文面,
具名,kStackCap,lib/algorithms/integration/v6/src/weight_chain.cpp:634,512,未标注,③未见于条文面,
具名,SNR_NOISE_CONFIG_ABI_VERSION,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:23,1u,未标注,③未见于条文面,
具名,SNR_NOISE_MODEL_ABI_VERSION,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:28,2u,未标注,③未见于条文面,
具名,SNR_SIGMA_SKY_UNSPECIFIED,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:318,0,未标注,③未见于条文面,
具名,SNR_SIGMA_SKY_SHOT_ONLY,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:319,1,未标注,③未见于条文面,
具名,SNR_SIGMA_SKY_EMPIRICAL_TOTAL_RMS,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:320,2,未标注,③未见于条文面,
具名,SNR_SIP_MAX_ORDER,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:427,5,未标注,③未见于条文面,
具名,SNR_SIP_COEFF_SIZE,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:428,36,未标注,③未见于条文面,
具名,SNR_DROP_REASON_COUNT,lib/algorithms/noise_snr/cpp/include/snr_estimator.h:469,256,未标注,③未见于条文面,
具名,dinv,lib/algorithms/noise_snr/cpp/src/information_weight.cpp:158,1.0,未标注,③未见于条文面,
具名,M_PI,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:28,3.14159265358979323846,未标注,③未见于条文面,
具名,kPlaneGeomRatio,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:183,0.0625,未标注,①条文含值,docs/algorithms/NOISE_ESTIMATION.md:205 | DISP-NOISE-010 | 平面场启用判据 = **无量纲点云相对条件数**（中心化点云 Gram 特征值比 `λlo/λhi ≥
具名,lam_hi,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:197,0.5,未标注,③未见于条文面,
具名,lam_lo,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:198,0.5,未标注,③未见于条文面,
具名,kFitEpsScale,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:324,8.0,未标注,③未见于条文面,
具名,f,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:349,2.0,未标注,③未见于条文面,
具名,f,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:354,2.0,未标注,③未见于条文面,
具名,kMaskDegraded,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:644,2,未标注,③未见于条文面,
具名,mid,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:901,0.5,未标注,③未见于条文面,
具名,ivar,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1387,1.0,未标注,②条文有名无值,ASTROCS_DESIGN.md:223 - signal / variance / ivar / source_snr / depth_m5 / frame_snr / point
具名,M_PI,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:30,3.14159265358979323846,未标注,③未见于条文面,
具名,kMoffat4FwhmFactor,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:40,1.230310,未标注,③未见于条文面,
具名,snr_phot,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:161,1.0,未标注,②条文有名无值,docs/algorithms/GATES_AND_TOLERANCES.md:28 - **R5 SNR 统一**：凡门引用 SNR，必须使用 §2 已登记的定义（`SNR_peak` / `SNR_det`；`SNR_ph
具名,EPS2,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:249,1e-6,未标注,③未见于条文面,
具名,snr_phot,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:333,1.0,未标注,②条文有名无值,docs/algorithms/GATES_AND_TOLERANCES.md:28 - **R5 SNR 统一**：凡门引用 SNR，必须使用 §2 已登记的定义（`SNR_peak` / `SNR_det`；`SNR_ph
具名,EPS2,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:418,1e-6,未标注,③未见于条文面,
具名,D2R,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:510,0.017453292519943295769,未标注,③未见于条文面,
具名,R2D,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:511,57.295779513082320877,未标注,③未见于条文面,
具名,kPi,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:47,3.14159265358979323846,未标注,③未见于条文面,
具名,kGaussFwhmFactor,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:50,2.3548200450309493,未标注,③未见于条文面,
具名,kMoffat4FwhmFactor,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:54,1.230310,未标注,③未见于条文面,
具名,kTrimMeanToSigma,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:56,0.7316727929211932,未标注,①条文含值,"docs/algorithms/STAR_PSF_ALGORITHMS.md:70 (kTrimMeanToSigma=0.7316727929211932, E[trimmed mean |r|]=0.731673σ, G"
具名,alpha2,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:72,2.0,未标注,③未见于条文面,
具名,t,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:80,1.0,未标注,③未见于条文面,
具名,v,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:82,1.0,未标注,③未见于条文面,
具名,alpha2,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:174,2.0,未标注,③未见于条文面,
具名,t,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:189,1.0,未标注,③未见于条文面,
具名,val,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:191,1.0,未标注,③未见于条文面,
具名,alpha2,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:222,2.0,未标注,③未见于条文面,
具名,u,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:223,1.0,未标注,③未见于条文面,
具名,f_in,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:224,1.0,未标注,③未见于条文面,
具名,f5,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:257,5.0,未标注,③未见于条文面,
具名,W,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:41,256,未标注,③未见于条文面,
具名,fwhm,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:59,3.0,未标注,②条文有名无值,ASTROCS_DESIGN.md:228 - PSF 拟合质量代理（FWHM、残差尺度等）只作诊断。
具名,r0,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:62,12,未标注,③未见于条文面,
具名,alpha,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:146,2.0,未标注,②条文有名无值,ACCEPTANCE_SPEC.md:33 三个创新点（最高设计 §2）各立一个自包含实验单元，alpha 发布前必须全部跑通并经独立审稿。**实验单元目录结构与报告八要素的唯一正本 
具名,W4,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:208,512,未标注,③未见于条文面,
具名,gain,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:243,1.5,未标注,②条文有名无值,ASTROCS_DESIGN.md:161 分离需要额外支撑先验（暗帧、平场对/光子转移曲线、可信 `GAIN`、多曝光）；秩的代数依据见
具名,sigma0,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:277,3.0,未标注,③未见于条文面,
具名,W6,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:279,512,未标注,③未见于条文面,
具名,expect,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:356,5000.0,未标注,②条文有名无值,docs/ci/01_CHECKS.md:124 | CHK-TEST-DISCRIMINATIVE | 质量 | 空断言静态门：Python AST 扫 test_* 与 C++ 剥注释扫
具名,s1,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:403,1.0,未标注,③未见于条文面,
具名,var_opt,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:405,1.0,未标注,②条文有名无值,docs/contracts/DATA_SEMANTICS.md:551 | source / has_spatial_field / degenerate | uint8 标志 | — | source=0（em
具名,w1,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:414,1.0,未标注,③未见于条文面,
具名,W,lib/algorithms/noise_snr/cpp/test/noise_model_science_test.cpp:521,256,未标注,③未见于条文面,
具名,n_stars,lib/algorithms/noise_snr/cpp/test/snr_reconcile_test.cpp:71,120,未标注,②条文有名无值,docs/algorithms/NOISE_ESTIMATION.md:201 | DISP-NOISE-006 | `source_mask` 与 `star_x/y` 掩膜通道互斥：source_mask 非 NUL
具名,sigma_residual,lib/algorithms/noise_snr/cpp/test/snr_reconcile_test.cpp:75,0.168,未标注,②条文有名无值,"docs/algorithms/PHOTOMETRIC_FIT.md:19 F4: sigma_residual = median_i(|r_i − location|)/0.6744897501960817, r_"
具名,ASTROCS_NOISE_MODULE_VERSION,lib/algorithms/noise_snr/include/astrocs/noise/types.h:31,1u,未标注,③未见于条文面,
具名,ASTROCS_NOISE_ABI_VERSION,lib/algorithms/noise_snr/include/astrocs/noise/types.h:32,1u,未标注,③未见于条文面,
具名,ASTROCS_NOISE_CONFIG_SCHEMA_VER,lib/algorithms/noise_snr/include/astrocs/noise/types.h:46,1u,未标注,③未见于条文面,
具名,ASTROCS_NOISE_PLAN_VERSION,lib/algorithms/noise_snr/include/astrocs/noise/types.h:49,1u,未标注,③未见于条文面,
具名,kQwRelTol,lib/algorithms/noise_snr/include/astrocs/v6/information_weight.h:30,1e-9,未标注,③未见于条文面,
具名,_POSIX_C_SOURCE,lib/algorithms/noise_snr/src/module_entry.cpp:40,200809L,未标注,③未见于条文面,
具名,kMinFitStars,lib/algorithms/photometry/cpp/src/frame_photometry_fit.h:89,3,未标注,③未见于条文面,
具名,avg,lib/algorithms/photometry/cpp/src/psfsw.cpp:115,0.5,未标注,③未见于条文面,
具名,kTukeyC,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:40,4.685,未标注,③未见于条文面,
具名,kMadScale,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:41,0.6744897501960817,未标注,③未见于条文面,
具名,kIrlsMaxIter,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:42,50,未标注,③未见于条文面,
具名,kIrlsConverge,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:44,1e-9,未标注,③未见于条文面,
具名,kMaxSpatialAmplitudeDex,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:49,1.0,未标注,③未见于条文面,
具名,kFrameGridMaxSamples,lib/algorithms/photometry/cpp/src/spatial_gain.cpp:51,2000000,未标注,③未见于条文面,
具名,wl_step,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:250,1.0,未标注,③未见于条文面,
具名,fill,lib/algorithms/photometry/cpp/src/spectrum_integrator.h:44,0.0,未标注,②条文有名无值,docs/algorithms/NOISE_ESTIMATION.md:45 for fill: 预测=a+b·x+c·y
具名,_MAD_SCALE,lib/algorithms/photometry/cpp/src/star_matcher.cpp:21,0.6744897501960817,未标注,①条文含值,docs/algorithms/PHOTOMETRIC_FIT.md:157 | 常量 | _MAD_SCALE=0.6744897501960817 / _TUKEY_C=4.685 / _IRLS_MAX_ITER
具名,_TUKEY_C,lib/algorithms/photometry/cpp/src/star_matcher.cpp:23,4.685,未标注,①条文含值,docs/algorithms/PHOTOMETRIC_FIT.md:157 | 常量 | _MAD_SCALE=0.6744897501960817 / _TUKEY_C=4.685 / _IRLS_MAX_ITER
具名,_IRLS_MAX_ITER,lib/algorithms/photometry/cpp/src/star_matcher.cpp:25,50,未标注,①条文含值,docs/algorithms/PHOTOMETRIC_FIT.md:135 **未收敛时的行为**：达 `_IRLS_MAX_ITER=50` 仍未收敛时按最后一次迭代值发布 `location`/`scale`（`
具名,_IRLS_CONVERGE,lib/algorithms/photometry/cpp/src/star_matcher.cpp:27,1e-6,未标注,①条文含值,docs/algorithms/PHOTOMETRIC_FIT.md:133 - location tol `1e-6`（IRLS 收敛判据 `_IRLS_CONVERGE`；定义 `star_matcher.cpp:
具名,M_PI,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:13,3.14159265358979323846,未标注,③未见于条文面,
具名,R2D,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:19,180.0,未标注,③未见于条文面,
具名,kSpectrumCount,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/fsyn_export.cpp:74,343,未标注,③未见于条文面,
具名,W,lib/algorithms/photometry/cpp/test/test_p0_pc_api_exception_barrier.cpp:44,8,未标注,③未见于条文面,
具名,kPlanckH,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:47,6.62607015e-34,未标注,③未见于条文面,
具名,kSpeedC,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:48,2.99792458e8,未标注,③未见于条文面,
具名,kBoltzK,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:49,1.380649e-23,未标注,③未见于条文面,
具名,n_points,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:72,343,未标注,②条文有名无值,docs/contracts/CONFIG_CONTRACT.md:81 | normalize（多块） | `eng/packaging/config/templates/normalize.phase_conf
具名,wl_start,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:73,336.0,未标注,③未见于条文面,
具名,wl_step,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:74,2.0,未标注,③未见于条文面,
具名,kMadToSigma,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:42,1.482602218505602,未标注,③未见于条文面,
具名,kDepthMaxRelDev,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:43,0.05,未标注,③未见于条文面,
具名,kDepthMinScanPoints,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:44,5,未标注,③未见于条文面,
具名,kDepthMinSpanMag,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:45,1.0,未标注,③未见于条文面,
具名,kDepthMaxAbsRho,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:46,0.8,未标注,③未见于条文面,
具名,kNCommonMin,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:47,3,未标注,③未见于条文面,
具名,kNCommonRobust,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:48,10,未标注,③未见于条文面,
具名,kNCommonPreferred,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:49,30,未标注,③未见于条文面,
具名,kNonuniformityMax,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:50,0.30,未标注,③未见于条文面,
具名,kNonuniformityMaxLow,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:51,0.20,未标注,③未见于条文面,
具名,kSpatialTrendMax,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:52,0.10,未标注,③未见于条文面,
具名,kPowerLossMax,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:53,0.05,未标注,③未见于条文面,
